Value/K,Name,IsCustomer,IsVendor,C_BP_Group_ID[Value],Description
F021102,NEUREUTER FAIR MEDIA HONG KONG LTD.,Y,N,Standard,HKG
F021149,"OOO ""B&B""",Y,N,Standard,RUS
F021160,OP SRL,Y,N,Standard,ITA
F021201,FASTER SRL,Y,N,Standard,ITA
F021216,CARE SRL,Y,N,Standard,ITA
F021258,VAN HAUT NV,Y,N,Standard,BEL
F021262,AR.COM. SRL,Y,N,Standard,ITA
F021274,KELVIN SRL,Y,N,Standard,ITA
F021320,SARTELCO SISTEMI SRL,Y,N,Standard,ITA
F021349,DE GASPARI OSGNACH,Y,N,Standard,ITA
F021373,ALASKA CEMENTI SRL,Y,N,Standard,ITA
F021400,LEINE & LINDE AB,Y,N,Standard,SWE
F021409,CHINA INTERNATIONAL TENDERING COMPANY,Y,N,Standard,CHN
F021410,OFFICINA MECCANICA GHISELLINI GIUSEPPE,Y,N,Standard,ITA
F021427,ABB S.P.A.,Y,N,Standard,ITA
F021439,FASSINA RISTORANTE PIZZERIA,Y,N,Standard,ITA
F021477,O.R.A. SRL - OFFICINA RIPARAZIONI AUTOGRU,Y,N,Standard,ITA
F021487,SOL SPA,Y,N,Standard,ITA
F021543,METALCO SNC,Y,N,Standard,ITA
F021563,MECBO SRL,Y,N,Standard,ITA
F021566,GIORI RICAMBI SRL,Y,N,Standard,ITA
F021600,ARROWELD ITALIA S.P.A.,Y,N,Standard,ITA
F021605,STUDIO ASSOC. CANCELLIERI - SCIRCOLI,Y,N,Standard,ITA
F021636,BPE SRL,Y,N,Standard,ITA
F021642,VIDALASER DI VIDAL GEOM.ORESTE,Y,N,Standard,ITA
F021644,GENERAL FLUIDI,Y,N,Standard,ITA
F021647,ROTER TRACK S.R.L,Y,N,Standard,ITA
F021649,FILTEC SRL,Y,N,Standard,ITA
F021681,GEVA SOIL WORKS LTD.,Y,N,Standard,ISR
F023414,HOTEL CORA SRL,Y,N,Standard,ITA
F023421,FARNELL ITALIA S.R.L.,Y,N,Standard,ITA
F023426,GRUPPO NORD PETROLI SRL,Y,N,Standard,ITA
F023428,GEOEDIL SRL,Y,N,Standard,ITA
F023433,TRATTORIA IL CARANTAN-BRACE E CULTURA SNC,Y,N,Standard,ITA
F023435,MCMILLAN CIVIL Ltd,Y,N,Standard,NZL
F023437,SARNI SRL,Y,N,Standard,ITA
F023440,S.S. ESSO TESOLIN,Y,N,Standard,ITA
F023443,BLC ROBERT & ASSOCIATES LTD.,Y,N,Standard,MUS
F023447,JAGSAW ENTERPRISES LTD.,Y,N,Standard,NZL
F023451,PLATZL HOTEL INSELKAMMER KG,Y,N,Standard,DEU
F023456,COMPAGNIA TUR.ALB. SPA,Y,N,Standard,ITA
F023458,FARMACIA D ANDREA MASSIMILIANO SRL,Y,N,Standard,ITA
F023463,GEOMEB S.R.L.S.,Y,N,Standard,ITA
F023464,UNICO TRAVEL SOLUTIONS E K.,Y,N,Standard,DEU
F023465,HIDRO ORENGINE - SERGIO CIRILO KAKABADSE NAVARRO,Y,N,Standard,ECU
F023467,BOLLETTE DOGANALI - ROMA,Y,N,Standard,ITA
F023471,PAVIMENTAL SPA,Y,N,Standard,ITA
F023476,CA  MALVANI SRL,Y,N,Standard,ITA
F023478,PFEIFER SOGEQUIP S.AR.L,Y,N,Standard,LUX
F023480,MASUTTI LEGNAMI DI MASUTTI ROMANO,Y,N,Standard,ITA
F023488,VEDOVI FEDERICO,Y,N,Standard,ITA
F023490,CAMM S.R.L.,Y,N,Standard,ITA
F023491,VIA NOVA SRL,Y,N,Standard,ITA
F023496,ESSEDI S.R.L. SERVIZIO DISTRIBUZIONE,Y,N,Standard,ITA
F023498,DALLA CORTE ELEONORA,Y,N,Standard,ITA
F023508,TOTAL ITALIA SPA,Y,N,Standard,ITA
F023509,CENTRAL SHIPPING AGENCY SPA,Y,N,Standard,ITA
F023515,PRO-FOND,Y,N,Standard,FRA
F023521,CANDIA PIETRO,Y,N,Standard,ITA
F023526,MOZZON DANIELE SRL,Y,N,Standard,ITA
F023528,YANGJIANGSHI JIANGCHENGQU JIANGHEMAOYI LTD,Y,N,Standard,ITA
F023529,GIACOMINI SRL,Y,N,Standard,ITA
F023532,DE OUTLET SPECIALIST,Y,N,Standard,NLD
F023533,AUTOTRASPORTI GUELI SALVATORE,Y,N,Standard,ITA
F023542,AUTOFFICINA PUIUTTA DI MARZOTTO C.& F.,Y,N,Standard,ITA
F023543,"BUZZI , NOTARO & ANTONIELLI D OULX SRL",Y,N,Standard,ITA
F023551,ARBO SPA,Y,N,Standard,ITA
F023556,ESPACE BRICOLAGE,Y,N,Standard,FRA
F023558,HILTI ITALIA SPA,Y,N,Standard,ITA
F023559,LAMET SOLLEVAMENTI SRL,Y,N,Standard,ITA
F023564,PAULUZZO & FELICE AUTOTRASPORTI SRL,Y,N,Standard,ITA
F023571,LOCANDA FULLINI ZAIA DI BISCONTIN TIZIANA,Y,N,Standard,ITA
F023572,UNIPOLRENTAL SPA,Y,N,Standard,ITA
F023576,S&H WERNER,Y,N,Standard,DEU
F023578,ST HOTEL ARCHIMEDE,Y,N,Standard,ITA
F023579,ESTE SRL,Y,N,Standard,ITA
F023582,F.LLI PIZZUTTO DI PIZZUTTO LUIGI E C SNC,Y,N,Standard,ITA
F023583,MT CONSULENZE SAS,Y,N,Standard,ITA
F023591,S.I. EXPRESS SERVIZI INTEGRATI SRL,Y,N,Standard,ITA
F023592,HIRONDELLE SRL,Y,N,Standard,ITA
F023598,EQUIPE GEOSOLUTIONS LIMITED,Y,N,Standard,GBR
F023599,ASA TECHNOLOGY PRODUKTIONS- UND VERTRIEBES GMBH,Y,N,Standard,AUT
F023601,BS LUBRIFICANTI SRL,Y,N,Standard,ITA
F023604,BLUE FARM SRL,Y,N,Standard,ITA
F023608,B.F.M. S.R.L.,Y,N,Standard,ITA
F023610,SICIGNANO GENNARO,Y,N,Standard,ITA
F023615,CSG S.A.,Y,N,Standard,POL
F023617,PONTAROLO ENGINEERING SPA,Y,N,Standard,ITA
F023619,FEDEX EXPRESS ITALY SRL,Y,N,Standard,ITA
F023622,CUMMINS GHANA LTD,Y,N,Standard,GHA
F023624,TECNAUTO SRL,Y,N,Standard,ITA
F023628,MET-LIFE SRL,Y,N,Standard,ITA
F023631,ALTRAVIA SERVIZI SRL,Y,N,Standard,ITA
F023636,AGLIO SERVICE SRL,Y,N,Standard,ITA
F023641,PERIOTTO BENEDETTA DOTT.SSA GEOLOGA,Y,N,Standard,ITA
F023652,HMT SRL,Y,N,Standard,ITA
F023653,GERI MASSIMO SRL,Y,N,Standard,ITA
F023654,DECOMAN SRL,Y,N,Standard,ITA
F023658,POLICLINICO S.GIORGIO SPA,Y,N,Standard,ITA
F023667,V.P.M. SERVICE S.R.L.,Y,N,Standard,ITA
F023669,ANYTECH SCANDINAVIAN AB,Y,N,Standard,SWE
F023671,B&W NEST SRL SU,Y,N,Standard,ITA
F023672,AMAZON EU SARL SUCURSAL EN ESPANA,Y,N,Standard,ESP
F023674,ALBERGO MODERNO DI NASINI C.& CECCONI M. SNC,Y,N,Standard,ITA
F023678,BATTERY-DIRECT CMBH & CO. KG,Y,N,Standard,DEU
F023681,CARROZZERIA DE BORTOLI A. & C. S.n.c.,Y,N,Standard,ITA
F023684,C M P S.R.L.,Y,N,Standard,ITA
F023688,INFODATI SPA,Y,N,Standard,ITA
F023691,JRL PLANT AND LOGISTICS LIMITED,Y,N,Standard,GBR
F023692,BIESSECLEAN SAS DI BOSCARIOL SIMONE & C.,Y,N,Standard,ITA
F023694,MA.GI.CA. DI BAGNOLESI G.& C. SNC,Y,N,Standard,ITA
F023698,HOXHA ILIR,Y,N,Standard,ITA
F023700,VILLA MOROSINI SAS DI VIGNAGA V.F.& C.,Y,N,Standard,ITA
F023701,VIGUTTO PIERO,Y,N,Standard,ITA
F023702,PARCHEGGI ITALIA SPA,Y,N,Standard,ITA
F023713,FRANKI GEOTECHNICAL (PTY) LTD,Y,N,Standard,ZAF
F023716,EURO REP S.A.P.I. DE C.V.,Y,N,Standard,MEX
F023718,PEOPLE DESIGN SRL,Y,N,Standard,ITA
F023720,CD S.R.L.,Y,N,Standard,ITA
F023722,ENGIN HUKUK BUEROSU LAW & CONSULTING,Y,N,Standard,TUR
F023725,STUDIO A.S.E. S.R.L.,Y,N,Standard,ITA
F023727,BONINSEGNA G. 1956 S.R.L.,Y,N,Standard,ITA
F023731,DZ SRL,Y,N,Standard,ITA
F023734,LOMBARDI ING.ANDREA,Y,N,Standard,ITA
F023739,B.M.M. S.R.L.,Y,N,Standard,ITA
F023741,VITAMINA C SNC,Y,N,Standard,ITA
F023744,FOREMA SRL,Y,N,Standard,ITA
F023749,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,AUT
F023750,DOMAR DI BATISTA BRAZ PATRICIA,Y,N,Standard,ITA
F023752,APPLE DISTRIBUTION INTERNATIONAL LTD,Y,N,Standard,NLD
F023755,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,POL
F023763,HOTEL CAMPAGNOLA S.R.L,Y,N,Standard,ITA
F023764,FOURMIFOR SARL,Y,N,Standard,FRA
F023768,ZUGLIAN STEFANIA,Y,N,Standard,ITA
F023769,"SHENZHEN TENGDA YUANCHUANG TECHNOLOGY CO.,LTD",Y,N,Standard,CHN
F023770,SHEN ZHEN SHI BEN FEI MAO YI YOU XIAN GONG SI,Y,N,Standard,CHN
F023771,ITALMEC ELETTRONICA SRL,Y,N,Standard,ITA
F023772,BMP SRL,Y,N,Standard,ITA
F023777,NUTRIZIONE PREVENZIONE SRLS CENTRO MEDICO,Y,N,Standard,ITA
F023784,SHENZHENSHI JIASHANGYU DIANZISHANGWU,Y,N,Standard,CHN
F023790,LA FERRATA S.R.L.,Y,N,Standard,ITA
F023791,TWEEDEKANS B.V.,Y,N,Standard,NLD
F023792,ASPERMONT MEDIA LIMITED,Y,N,Standard,GBR
F023797,COSME GROUP SRL,Y,N,Standard,ITA
F023801,DKV EURO SERVICE GMBH + CO KG,Y,N,Standard,CHE
F023807,CLIVIO SRL,Y,N,Standard,ITA
F023815,MAZZOLENI & FACORI-SPEDIZIONI INTERNAZIONALI SRL,Y,N,Standard,ITA
F023816,PHEBOR SRL,Y,N,Standard,ITA
F023831,WHITE DRIVE MOTORS & STEERING SP. Z.O.O.,Y,N,Standard,POL
F023832,C.M.R. SRL,Y,N,Standard,ITA
F023833,MITTELFER SRL,Y,N,Standard,ITA
F023838,LCM SAS,Y,N,Standard,ITA
F023841,HOBBY CANTINA SRL,Y,N,Standard,ITA
F023842,TOP FARMACIA SRL,Y,N,Standard,ITA
F023848,SOCIETA  AGRICOLA LE FAVOLE,Y,N,Standard,ITA
F023857,FRIZZARIN ANDREA,Y,N,Standard,ITA
F023862,FARM. DR. DE LUCCA GIANPAOLO,Y,N,Standard,ITA
F023864,SICURITALIA SECURITY SOLUTIONS S.R.L,Y,N,Standard,ITA
F023871,COMPONENTS ENGINE SRL,Y,N,Standard,ITA
F023877,FARMAE  SPA,Y,N,Standard,ITA
F023888,F-SECURE CYBER SECURITY SERVICES OY,Y,N,Standard,FIN
F023891,RI MA SRL ARTIGIANA,Y,N,Standard,ITA
F023900,REALI STEFANO,Y,N,Standard,ITA
F512141,TRE CI SRL,Y,N,Standard,---
F512691,SIRTEF S.R.L.,Y,N,Standard,---
F514379,FLEXTUBO S.P.A.,Y,N,Standard,---
F514488,ZIELO,Y,N,Standard,---
F514808,LA LEONESSA S.P.A.,Y,N,Standard,---
F516436,CEO MARIO SNC,Y,N,Standard,---
F518098,DANFOSS POWER SOLUTIONS SRL,Y,N,Standard,---
F519481,HTS  DI BUSETTI GIANLUCA,Y,N,Standard,---
F022335,HOTEL NORD S.R.L.,Y,N,Standard,ITA
F022389,SMB SCALA & MANSUTTI BROKER SRL,Y,N,Standard,ITA
F022391,KRAKODLEW S.A.,Y,N,Standard,POL
F022396,LUNGHEZZA D ONDA SRL,Y,N,Standard,ITA
F022415,SALONE D IMPRESA SRL,Y,N,Standard,ITA
F022436,ROSSI GROUP SRL,Y,N,Standard,ITA
F022443,GOMA ELETTRONICA SPA,Y,N,Standard,ITA
F022454,DABI SM BUDNY SP. Z O.O. SP.K.,Y,N,Standard,POL
F022467,STUDIO TECNICO DIESSE DI DE PIN ING. GIOVANNI,Y,N,Standard,ITA
F022480,LE SAS SRL,Y,N,Standard,ITA
F022483,POLICOM SRL,Y,N,Standard,ITA
F022507,AMERICA SUR INTERNACIONAL S.A.C.,Y,N,Standard,PER
F022513,METALSISTEM ITALIA SPA,Y,N,Standard,ITA
F022524,COMMISFOND SRL,Y,N,Standard,ITA
F022525,CASAGRANDE (FAR EAST) PTE. LTD.,Y,N,Standard,SGP
F022532,ELLERANI 1959 SRL,Y,N,Standard,ITA
F022544,ZONI SPEDIZIONI INTERNAZIONALI SAS,Y,N,Standard,ITA
F022555,DELL FINANCIAL SERVICES,Y,N,Standard,IRL
F022583,IRAQI ECONOMY DEVEPOLMENT CENTER,Y,N,Standard,IRQ
F022595,RIV RUBINETTERIE ITALIANE VELATTA S.P.A.,Y,N,Standard,ITA
F022603,PUNTOSALDATURA SRL,Y,N,Standard,ITA
F022605,EURO REPRESENTACIONES S.A DE C.V,Y,N,Standard,MEX
F022634,SINERGICA SOLUZIONI SRL,Y,N,Standard,ITA
F022646,HYPERLEAN SRL,Y,N,Standard,ITA
F022649,UNIONTRANSIT SRL,Y,N,Standard,ITA
F022652,T.I.M.E.T. SRL,Y,N,Standard,ITA
F022657,COMET SCRL,Y,N,Standard,ITA
F022666,MARTIN GMBH,Y,N,Standard,AUT
F022673,PROTECO - STUDIO ASSOCIATO,Y,N,Standard,ITA
F022686,SERYMARK  SRL,Y,N,Standard,ITA
F022711,DEMAC SRL,Y,N,Standard,ITA
F022726,DAL BARCO RENATO SRL,Y,N,Standard,ITA
F022731,FERBILD D.O.O.,Y,N,Standard,SRB
F011364,DEPARI S.R.L.,Y,N,Standard,ITA
F011432,GIEMME S.R.L.,Y,N,Standard,ITA
F011949,S.I.A.P.  SRL,Y,N,Standard,ITA
F012302,CASAPPA S.P.A.,Y,N,Standard,ITA
F012343,MEC-AIR S.R.L.,Y,N,Standard,ITA
F012368,TICI SNC DI SILVESTRINI S. & C.,Y,N,Standard,ITA
F012659,LUCCHESE FERRAMENTA S.N.C,Y,N,Standard,ITA
F012874,VECAR S.R.L.,Y,N,Standard,ITA
F012877,ALCEA S.P.A.,Y,N,Standard,ITA
F012890,ORMAL S.R.L.,Y,N,Standard,ITA
F013195,ITALVIBRAS G. SILINGARDI S.P.A.,Y,N,Standard,ITA
F013430,MAESTRI SRL,Y,N,Standard,ITA
F013455,NORD EST METALLI S.R.L.,Y,N,Standard,ITA
F013479,OMT SPA,Y,N,Standard,ITA
F013858,HYDAC S.P.A.,Y,N,Standard,ITA
F014013,D.T.S. SAS  ZALTRON LUCIA & C,Y,N,Standard,ITA
F014014,EMILIANA IMBALLAGGI S.P.A.,Y,N,Standard,ITA
F014222,ISTANT SRL,Y,N,Standard,ITA
F014382,LA RICAMBI UDINESE SAS,Y,N,Standard,ITA
F014399,CONTEL S.A.S. DI VERARDO GIANLUCA E NICOLA,Y,N,Standard,ITA
F014488,OFFICINA MECCANICA ZIELO CAV. LINO SRL a S.U.,Y,N,Standard,ITA
F015011,ALA OFFICINE SPA,Y,N,Standard,ITA
F015271,SECURE-IT S.R.L.,Y,N,Standard,ITA
F015349,ZOLLERN GMBH & CO. KG.,Y,N,Standard,DEU
F015373,ANIMA,Y,N,Standard,ITA
F015543,NEWCOMEN SRL,Y,N,Standard,ITA
F015831,ECOVENETA S.N.C.,Y,N,Standard,ITA
F015854,ASSISPED S.P.A.,Y,N,Standard,ITA
F016083,D.I.M. S.R.L.,Y,N,Standard,ITA
F016114,MOBA ELECTRONIC S.R.L.,Y,N,Standard,ITA
F016171,BALDAN S.R.L.,Y,N,Standard,ITA
F016436,CEO MARIO SNC,Y,N,Standard,ITA
F016567,SICOL DI BINI GIORGIO & C SNC,Y,N,Standard,ITA
F016598,NUOVA MECCANICA S.R.L.,Y,N,Standard,ITA
F016635,CARROZZERIA UMBERTO S.N.C.,Y,N,Standard,ITA
F016645,POWER CONTROL SYSTEMS S.P.A.,Y,N,Standard,ITA
F016755,MASCHIETTO ELETTROMECCANICA SRL,Y,N,Standard,ITA
F016778,RIST.DA GIGI & C. S.A.S.,Y,N,Standard,ITA
F016901,FLUID SYSTEM SRL,Y,N,Standard,ITA
F016919,ALFAGOMMA HYDRAULIC SPA,Y,N,Standard,ITA
F017054,SEALED AIR PACKAGING S.R.L.,Y,N,Standard,ITA
F017149,AFFRI COMMERCIALE DI AFFR,Y,N,Standard,ITA
F017201,OSMA S.N.C. DI MILAN BRUNO & C.,Y,N,Standard,ITA
F017248,MARIANI TRASPORTI S.N.C.,Y,N,Standard,ITA
F017288,N.U.B. ENGINEERING LIMITE,Y,N,Standard,GBR
F017335,PANTECNICA S.P.A.,Y,N,Standard,ITA
F017350,HYTEC INTERNATIONAL (LLC),Y,N,Standard,AED
F017525,TCM S.A.S. DI MICHELIN LINO & C.,Y,N,Standard,ITA
F017560,OFFICINA FRANDOLI S.R.L.,Y,N,Standard,ITA
F017570,ISO S.R.L. - CON SOCIO UNICO,Y,N,Standard,ITA
F017652,GEAUTOMOTIVE SRL,Y,N,Standard,ITA
F017666,POSTE ITALIANE SPA,Y,N,Standard,ITA
F017690,HOTEL SANTIN GIOVANNI SRL,Y,N,Standard,ITA
F017706,DAL CIN ELIO S.R.L.,Y,N,Standard,ITA
F017806,SIDERMARCA S.R.L.,Y,N,Standard,ITA
F017908,HOTEL DUE LEONI COS.FI.N SRL,Y,N,Standard,ITA
F017920,F.A.I.P. S.R.L.,Y,N,Standard,ITA
F018040,INTER MARINE SHIPPING SRL,Y,N,Standard,ITA
F018078,HATZ ITALIA S.R.L. A SOCIO UNICO,Y,N,Standard,ITA
F018098,DANFOSS POWER SOLUTIONS SRL,Y,N,Standard,ITA
F018185,POCLAIN HYDRAULICS SRL A SOCIO UNICO,Y,N,Standard,ITA
F018237,ITALIANA SALDATURE S.R.L.,Y,N,Standard,ITA
F018241,BALLUFF AUTOMATION S.R.L.,Y,N,Standard,ITA
F018348,MITSUBISHI CHEMICAL ADVANCED MATERIALS SRL,Y,N,Standard,ITA
F018362,STUD.NOTARILE ASS.GERARDI,Y,N,Standard,ITA
F018371,TOP CARD VISA BNL,Y,N,Standard,ITA
F018374,INTERPUMP GROUP S.P.A.,Y,N,Standard,ITA
F018461,CARANDINA S.R.L.,Y,N,Standard,ITA
F018472,PRO CONSULTING S.R.L.,Y,N,Standard,ITA
F023242,IRA RADIATORI ENGINEERING SRL,Y,N,Standard,ITA
F023247,LUCHSINGER SRL,Y,N,Standard,ITA
F023248,COLOMBI MANZI MICHAEL,Y,N,Standard,ITA
F023253,GEFRAN SPA,Y,N,Standard,ITA
F023254,DAIDONE ANDREA,Y,N,Standard,ITA
F023259,MARZOCCHI POMPE SPA,Y,N,Standard,ITA
F023260,SEGNO CREATIVO DI DELLA TOFFOLA LUANA,Y,N,Standard,ITA
F023262,VITALTRASPORTI SRL,Y,N,Standard,ITA
F023265,SOMAIN ITALIA SRL,Y,N,Standard,ITA
F023268,EUROPROMO DI RAGUSEO LUIGI,Y,N,Standard,ITA
F023273,SI.MA DI BELLINI MASSIMO,Y,N,Standard,ITA
F023279,TECNOPIU  SRL,Y,N,Standard,ITA
F023283,EUROMOTORI SRL,Y,N,Standard,ITA
F023287,UNIMPIEGO CONFINDUSTRIA SRL,Y,N,Standard,ITA
F023288,MARMONTI SRL,Y,N,Standard,ITA
F023289,ARSHIYA LOGISTICS SERVICES LTD.,Y,N,Standard,IND
F023293,FASSINA RIST. PIZZERIA CRIS SRL,Y,N,Standard,ITA
F023299,TESS SRL A SOCIO UNICO,Y,N,Standard,ITA
F023301,CRANENG SRL,Y,N,Standard,ITA
F023306,AUTONOLEGGIO S.T.S. DI LAZZARIN E. & C. SAS,Y,N,Standard,ITA
F023312,VEMA INDUSTRIES SPA,Y,N,Standard,ITA
F023318,HOTEL CRISTALLO SRL,Y,N,Standard,ITA
F023324,SERRMAC INTERNATIONAL SRL,Y,N,Standard,ITA
F023325,BDF DIGITAL SPA,Y,N,Standard,ITA
F023329,LOGICA SPEDIZIONI SRL,Y,N,Standard,ITA
F023331,SA.BOR SRL MACCHINE UTENSILI,Y,N,Standard,ITA
F023333,EWELLIX ITALY SRL,Y,N,Standard,ITA
F023336,PICORENT NOLO S.R.L.,Y,N,Standard,ITA
F023337,OFFICINA DAN DIESEL SRL,Y,N,Standard,ITA
F023341,RAM SRL,Y,N,Standard,ITA
F023343,TECON ENGINEERING PVT. LTD.,Y,N,Standard,NPL
F023346,L.M.LENZI TRASPORTI SRL,Y,N,Standard,ITA
F023347,WEPICO SRL,Y,N,Standard,ITA
F023354,GARDA PETROLI SAS DI BELLINI CRISTIAN E ARIANNA,Y,N,Standard,ITA
F023355,SICK SPA,Y,N,Standard,ITA
F023359,NORD LASER SRL,Y,N,Standard,ITA
F023363,WIZZ AIR HUNGARY,Y,N,Standard,HUN
F023367,CVA ENERGIE S.R.L. A S.U.,Y,N,Standard,ITA
F023368,NOVA SPA,Y,N,Standard,ITA
F023371,IDX INNOVATIVE DIGITAL EXPERIENCE SRL,Y,N,Standard,ITA
F023381,STUDIO LEG.ASSOC. GASPARINI F.- VIANELLO L.,Y,N,Standard,ITA
F023386,SIST ENRICO,Y,N,Standard,ITA
F023391,DANNA MARINELLA EUGENIA,Y,N,Standard,ITA
F023405,G.R. DI PREVEDELLO ROBERTO,Y,N,Standard,ITA
F023407,GLOBAL CITY TRAVAL LTD.,Y,N,Standard,GBR
F023412,H2 HOTEL MUNCHEN MESSE,Y,N,Standard,DEU
F023419,FALCON ROBERTO & C. SAS,Y,N,Standard,ITA
F023420,PIRAMIDE SAS DI D AMBROSI LUCA & C.,Y,N,Standard,ITA
F023423,PEZZO EMILIO - NOSE  LARA,Y,N,Standard,ITA
F023425,PICCIN GILBERTO,Y,N,Standard,ITA
F023427,GEBR.SIDDIQI GMBH & CO. KG,Y,N,Standard,DEU
F023434,ASSOCIAZIONE CULTURALE FURCLAP,Y,N,Standard,ITA
F023450,BARTOLI FEDERICO,Y,N,Standard,ITA
F023453,ATRA SRL,Y,N,Standard,ITA
F018529,ITALCAE SRL,Y,N,Standard,ITA
F018572,STUDIO TECNICO MARIO CUZZOLIN S.R.L.,Y,N,Standard,ITA
F018610,SINA CARRI SPA,Y,N,Standard,ITA
F018631,AMA SPA,Y,N,Standard,ITA
F018637,TWIN DISC S.R.L.,Y,N,Standard,ITA
F018649,BIMOTOR S.P.A.,Y,N,Standard,ITA
F018673,BAVIERA S.N.C.,Y,N,Standard,ITA
F018697,DELTA FOREX S.R.L.,Y,N,Standard,ITA
F018746,JULIA GAS SRL,Y,N,Standard,ITA
F018780,VIPP LAVORI S.P.A.,Y,N,Standard,ITA
F018782,ZANETTE S.R.L.,Y,N,Standard,ITA
F018798,MOTORDIESEL SNC DI ZORZO GIAN PAOLO & C,Y,N,Standard,ITA
F018904,UMANA SPA,Y,N,Standard,ITA
F018905,SIRIO INFORMATICA S.P.A.,Y,N,Standard,ITA
F018909,FORNITURE PER L INDUSTRIA GELMINI S.R.L.,Y,N,Standard,ITA
F018910,SKY NET S.R.L.,Y,N,Standard,ITA
F018957,NDT ITALIANA SAS,Y,N,Standard,ITA
F018986,ELECTRIX DISTRIBUZIONE SRL,Y,N,Standard,ITA
F019006,CMA  S.P.A.,Y,N,Standard,ITA
F019014,MP ELETTRONICA SAS,Y,N,Standard,ITA
F019055,GRAVA & ASSOCIATI - STUDIO LEGALE,Y,N,Standard,ITA
F019060,EL.CO ELETTRONICA S.R.L.,Y,N,Standard,ITA
F019135,FABER-COM SRL,Y,N,Standard,ITA
F019144,DISTRELEC ITALIA SRL,Y,N,Standard,ITA
F019218,FAI EUROPE SRL,Y,N,Standard,ITA
F019227,CIMA S.P.A.,Y,N,Standard,ITA
F019255,PC-WARE INFORMATION TECHNOLOGIES SRL,Y,N,Standard,ITA
F019272,NEUBERG  SRL,Y,N,Standard,ITA
F019286,PHILIPS BUSINESS ELECTRONICS,Y,N,Standard,ITA
F019306,SARL G.E.T.S.,Y,N,Standard,DZA
F019318,GEMMO GROUP SRL,Y,N,Standard,ITA
F019330,OMP SRL,Y,N,Standard,ITA
F019369,GEOMECCANICA,Y,N,Standard,ITA
F019429,MIL & MIL CO.,Y,N,Standard,SRB
F019466,CRESME RICERCHE S.P.A.,Y,N,Standard,ITA
F019479,TEKLAB SRL,Y,N,Standard,ITA
F019501,C.P.E.  SNC,Y,N,Standard,ITA
F019518,COS-MEK SRL,Y,N,Standard,ITA
F019579,STDS - JANTZ GMBH & CO. KG,Y,N,Standard,DEU
F019588,ANGELELLA di ANGELELLA comm. Giancarlo,Y,N,Standard,ITA
F019595,TCK GMBH,Y,N,Standard,DEU
F019655,SISTEMA SPEDIZIONI S.R.L.,Y,N,Standard,ITA
F019690,GEOMARC SRL,Y,N,Standard,ITA
F019733,DELOITTE & TOUCHE SPA,Y,N,Standard,ITA
F019767,ENEL DISTRIBUZIONE SPA,Y,N,Standard,ITA
F019775,MULLER SRL,Y,N,Standard,ITA
F019806,I.L.C.  S.R.L.,Y,N,Standard,ITA
F019812,EEC  CONSULTING ENGINEERING S.R.L.,Y,N,Standard,ROM
F019852,AUTANA EQUIPOS LTDA,Y,N,Standard,CHL
F019856,FAS  SPA,Y,N,Standard,ITA
F019917,BOLLETTE DOGANALI - ORIO,Y,N,Standard,ITA
F019936,BOLLETTE DOGANALI - TESSE,Y,N,Standard,ITA
F019999,CASAGRANDE SPA,Y,N,Standard,ITA
F020031,TECNO CLEAN SRL,Y,N,Standard,ITA
F020042,GERI SIDERURGICA SRL,Y,N,Standard,ITA
F020054,M.G.M. SRL,Y,N,Standard,ITA
F020075,SELMABIPIEMME LEASING SPA,Y,N,Standard,ITA
F020168,MARTI AG BERN,Y,N,Standard,CHE
F020246,TECNOTOOLS SRL,Y,N,Standard,ITA
F020270,RISTORANTE CIAL DE BRENT S.R.L.,Y,N,Standard,ITA
F020276,MINETTI SPA,Y,N,Standard,ITA
F020290,GRENKE LOCAZIONE SRL,Y,N,Standard,ITA
F020303,AB TRASMISSIONI SRL,Y,N,Standard,ITA
F020315,MANUTAN ITALIA S.P.A.,Y,N,Standard,ITA
F020356,EASY SRL,Y,N,Standard,ITA
F020370,NORD CONTENITORI SAS,Y,N,Standard,ITA
F020390,SKY LINK SNC DI BAVIERA G. & C.,Y,N,Standard,ITA
F020419,SCHENKER DEUTSCHLAND AG,Y,N,Standard,DEU
F020456,SEMAT ITALIA SRL,Y,N,Standard,ITA
F020532,UNIEURO SPA,Y,N,Standard,ITA
F020549,TECNOMEDIA SRL,Y,N,Standard,ITA
F020577,SALL SRL,Y,N,Standard,ITA
F020676,AMERICAN EXPRESS SERV. EUROPE LTD,Y,N,Standard,ITA
F020710,UNIEURO SPA,Y,N,Standard,ITA
F020738,MION ALESSANDRO,Y,N,Standard,ITA
F020760,C.S. ELETTRONICA S.R.L.,Y,N,Standard,ITA
F020823,BOLLETTE DOGANALI - LONATE P.,Y,N,Standard,ITA
F020830,MANPOWER SPA,Y,N,Standard,ITA
F020843,KENNAMETAL INFRASTRUCTURE GMBH,Y,N,Standard,DEU
F020865,APLICACIONES MECANICAS DEL CAUCHO S.A.(AMC),Y,N,Standard,ESP
F020866,GRAVA & PARTNERS SRL,Y,N,Standard,ITA
F020910,TE.CO. SRL,Y,N,Standard,ITA
F020929,FRITEC SRL,Y,N,Standard,ITA
F020964,O.M.C.   ZANIN DINO,Y,N,Standard,ITA
