Value/K,Name,Description,SKU,IsActive,IsSummary,M_Product_Category_ID[Value],C_TaxCategory_ID[Name],C_UOM_ID[Name],ProductType,R_MailText_ID[Name],Weight,Volume,IsOwnBox,M_FreightCategory_ID[Value],IsDropShip,IsStocked,M_Locator_ID,IsManufactured,IsPhantom,ShelfWidth,IsKanban,IsSelfService
EST0410,EST.9 LT.IDRICO-43A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
22094EM,EST.9 LT.IDRICO-43A 233B 40F PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0415,EST.9 LT.IDRICO-34A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0412,EST.9 LT.IDRICO-27A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0189,EST.9 KG.POLV.-55A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0185,EST.9 KG.POLV.-53A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0231,EST.9 KG.POLV.-43A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0165,EST.9 KG.POLV.-43A 183BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0253,EST.9 KG.POLV.-34A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0283,EST.9 KG.POLV.-34A 183BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0241,EST.9 KG.POLV.-34A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0218,EST.9 KG.POLV.-21A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST501,EST.9 KG.-POLV- D,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST01680,EST.6 LT.IDRICO-AUTOM. PLASTI,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0728,EST.6 LT.IDRICO-55A 233B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST01676F,EST.6 LT.IDRICO-43A 233B-75F PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
13363ABS,EST.6 LT.IDRICO-43A 233B-75F INOX -SEALF,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3653MB,EST.6 LT.IDRICO-43A 233B-75F INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST01678F,EST.6 LT.IDRICO-43A 233B-75F INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST01677F,EST.6 LT.IDRICO-43A 233B-75F CARTUCCIA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST01678,EST.6 LT.IDRICO-43A 233B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0727,EST.6 LT.IDRICO-34A 233BC CON CARTUCCIA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST01679F,EST.6 LT.IDRICO-34A 233B-75F -30° PLASTI,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0725,EST.6 LT.IDRICO-34A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0726,EST.6 LT.IDRICO-34A 233B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3663MB,EST.6 LT.IDRICO-34A 233B 75F INOX -30°,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0415,EST.6 LT.IDRICO-34A 233B 75F INOX -30°,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
22063EM,EST.6 LT.IDRICO-34A 233B 75F,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0406,EST.6 LT.IDRICO-27A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0405,EST.6 LT.IDRICO-27A 233B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0407,EST.6 LT.IDRICO-27A 233B CON CARTUCCIA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST401,EST.6 LT.IDRICO-27A 183B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST403,EST.6 LT.IDRICO-27A 135B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0182,EST.6 LT.IDRICO-21A 233B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0411,EST.6 LT.IDRICO-21A 233B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0183,EST.6 LT.IDRICO-21A 183B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0404,EST.6 LT.IDRICO-21A 183B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0402,EST.6 LT.IDRICO-21A 183B CON CARTUCCIA,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0408,EST.6 LT.IDRICO-21A 113B INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0397,EST.6 LT.IDRICO-13A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0403,EST.6 LT.IDRICO-13A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0188,EST.6 KG.POLV.-55A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0230,EST.6 KG.POLV.-43A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0263,EST.6 KG.POLV.-43A 183BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0251,EST.6 KG.POLV.-34A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0282,EST.6 KG.POLV.-34A 183BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0240,EST.6 KG.POLV.-34A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0149,EST.6 KG.POLV.-34A 143BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0271,EST.6 KG.POLV.-27A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0219,EST.6 KG.POLV.-21A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0170,EST.6 KG.POLV.-21A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0217,EST.6 KG.POLV.-21A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0178,EST.6 KG.POLV.-13A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0284,EST.6 KG.POLV.-13A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0285,EST.6 KG.POLV.-13A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0344,EST.6 KG.HFC-13A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0445,EST.6 KG.HFC-13A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
ESTCL.D,EST.6 KG.-POLV- D,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0294,EST.6 KG. POLV.AUTOM.13069-3 EM,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0319,EST.6 KG. IDR.ALOG-113B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0132,EST.54 KG.CO2 - B1C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0413,EST.50 LT.IDRICO-AIVB INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0401,EST.50 LT.IDRICO-AB4 INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0483,EST.50 LT.IDRICO-AB4,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0409,EST.50 LT.IDRICO-AB1C INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
19508EM,EST.50 LT.IDRICO-A IV B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0340,EST.50 LT.IDRICO - ABC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0400,EST.50 LT.IDRICO - AB1C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0151,EST.50 KG.POLV.- D,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0267,EST.50 KG.POLV.- AIIIBC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0150,EST.50 KG.POLV.- ABC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0269,EST.50 KG.POLV.- AB1C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST.AM,EST.5 KG.CO2 -AMAGNETICO,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0054,EST.5 KG.CO2 - 89 BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0064,EST.5 KG.CO2 - 55BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0107,EST.5 KG.CO2 - 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0101,EST.5 KG.CO2 - 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0114,EST.5 KG.CO2 - 113B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0211,EST.4 KG.POLV.-21A 183BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0171,EST.4 KG.POLV.-21A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0216,EST.4 KG.POLV.-21A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0268,EST.30 KG.POLV.- AB1C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0125,EST.30 KG.CO2 -B8C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0126,EST.30 KG.CO2 -233B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0300,EST.3 LT.IDRICO-13A 113B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0210,EST.3 KG.POLV.-8A 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0172,EST.3 KG.POLV.-21A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0141,EST.3 KG.POLV.-13A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0130,EST.27 KG.CO2 - B8C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0133,EST.27 KG.CO2 - B7C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0076,EST.27 KG.CO2 - B6C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0131,EST.27 KG.CO2 - B2C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0091,EST.27 KG.CO2 - B10C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0077,EST.27 KG.CO2 - 233B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
18258EM,EST.25 KG.POLV.- A II B C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0341,EST.200 LT.IDRICO - ABC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0297,EST.2 LT.IDRICO-8A 55B PLASTIF.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0298,EST.2 LT.IDRICO-13A 70B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0159,EST.2 KG.POLV.-8A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0152,EST.2 KG.POLV.-8A 55BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0287,EST.2 KG.POLV.-8A 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0180,EST.2 KG.POLV.-5A 55BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0158,EST.2 KG.POLV.-5A 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0207,EST.2 KG.POLV.-5A 21BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0252,EST.2 KG.POLV.-34A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3502MB,EST.2 KG.POLV.-13A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0175,EST.2 KG.POLV.-13A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0030,EST.2 KG.POLV.-13A 70BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0016,EST.2 KG.POLV.-13A 113BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0053,EST.2 KG.CO2 - 89 BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0051,EST.2 KG.CO2 - 70 BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0063,EST.2 KG.CO2 - 55 BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0074,EST.2 KG.CO2 - 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0075,EST.2 KG.CO2 - 34B,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0417,EST.2 KG.CO2 - 21BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0094,EST.2 KG.CO2 - 13 BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0018,EST.18 KG.CO2 - B9C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0019,EST.18 KG.CO2 - B8C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0090,EST.18 KG.CO2 - B10C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0017,EST.150 LT.IDRICO-AB4- SEALFIRE - INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0190,EST.12 KG.POLV.-55A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0191,EST.12 KG.POLV.-43A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0166,EST.12 KG.POLV.-43A 183BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0254,EST.12 KG.POLV.-34A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0242,EST.12 KG.POLV.-34A 144BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0302,EST.12 KG. POLV-AUTOM.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0414,EST.100 LT.IDRICO-AIVB INOX,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0343,EST.100 LT.IDRICO - AB4C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0270,EST.100 KG.POLV. - AB1C,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0272,EST.100 KG.POLV. - A4BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
18118EM,EST.100 KG.POLV. - A IV BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST010,EST.10 KG.POLV.AUTOM.,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0209,EST.1 KG.POLV.-8A 55BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0208,EST.1 KG.POLV.-8A 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0202,EST.1 KG.POLV.-8A 14BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0023,EST.1 KG.POLV.-5A 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0181,EST.1 KG.POLV.-3A 34BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0250,EST.1 KG.POLV.-34A 233BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0350,EST.1 KG.POLV-3A 13BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EST0349,EST.1 KG.HFC-13A 89BC,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
84AA10 MB,EST. AUTOMATICO POLV. ABC KG.10,,,Y,N,EST,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EROG,EROGATORE PER MASCHERA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
9620000009,"ELETTROVALVOLA SERV.2/2 DA0,3 A 5 BAR 3""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
250000022,"ELETTROVALVOLA ATT.FIL.GAS FF1/2""",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
21W8KB650,"ELETTROVALVOLA 2/2 N.C. 2""1/2 OTTONE",,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
2001,ELETTROPOMPA TRIMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
02001S,ELETTROPOMPA SEMESTRALE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
02001M,ELETTROPOMPA MENSILE,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
4405000001,ELETTROMAGNETE EM/S1 C/ ANC. REI SCORR.,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
01820I,ELETTROMAGNETE DI TRATTENUTA M8,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
18005,ELETTROMAGNETE A PAVIMENTO CON ASTA SNOD,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
18001,ELETTROMAGNETE A PARETE CON PIASTRA SNOD,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC0100,E.F.C. GR100,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC006,E.F.C. GR.325,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC007,E.F.C. GR.300,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC008,E.F.C. GR.280,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC011,E.F.C. GR. 80,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC002,E.F.C. GR. 75,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC012,E.F.C. GR. 70,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC014,E.F.C. GR. 55,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC001,E.F.C. GR. 50,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC015,E.F.C. GR. 45,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC013,E.F.C. GR. 40,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC004,E.F.C. GR. 30,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC005,E.F.C. GR. 25,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC003,E.F.C. GR. 20,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC009,E.F.C. GR. 120,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
EFC010,E.F.C.,,,Y,N,EFC,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
3358253,DRAGER AUTORESPIRATOR COMPL+BOMB 6L 300B,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
"3358253.6,8","DRAGER AUTORESP. COMPL.+BOMB 6,8 L 300B",,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DOC01,DOCCIA D`EMERGENZA,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
07089.50,DISPOSITIVO BLOCCA ASTE IN ACCIAIO,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI21,DISPOSITIVO ANTICADUTA EN 360,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI02,DISP. DI PROTEZIONE INDIVIDUALE 3°CAT.,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
DPI03,DISP. DI PROTEZIONE INDIVIDUALE 3^CATEGO,,,Y,N,PRES,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FUC 600929954,DINO SUPREME DT 15W40 4L.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
FUC 600929947,DINO SUPREME DT 15W40 1L.,,,Y,N,IMP,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF9841NEW,DEV.NEW LAT.NERO+CARTER,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
NF9840NEW,DEV.NEW A/B NERO+CARTER,,,Y,N,PORT,Cat. IVA 22% ,Each,I,,0,0,N,,N,Y,,N,N,0,N,N
